Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Recency,Frequency,Monetary,Engagement_Score,Subscription_Status_Binary,Loyalty_Score,GMM_Cluster,GMM_Persona
1468,30,Male,Jewelry,Accessories,27,Ohio,XL,Olive,Winter,4.7,No,Store Pickup,Yes,Yes,16,Debit Card,Fortnightly,16,26,27,4.7,0,42,1,"Moderate Value Loyal (Medium recency, frequency, and monetary values with good engagement. These are solid middle-tier customers.)"
1469,42,Male,Gloves,Accessories,39,Arkansas,S,Silver,Fall,3.9,No,Express,Yes,Yes,46,Cash,Fortnightly,46,26,39,3.9,0,72,2,High-Value Premium (High monetary value with good recency and frequency. These are premium customers who make regular valuable purchases.)
1470,28,Male,Jewelry,Accessories,98,Mississippi,M,Purple,Winter,4.4,No,Standard,Yes,Yes,31,PayPal,Every 3 Months,31,4,98,4.4,0,35,0,"Low Engagement Browser (Low across all metrics, particularly engagement score. These customers browse occasionally but rarely convert to significant purchases.)"
1471,43,Male,Sandals,Footwear,27,California,M,Silver,Spring,3.9,No,Next Day Air,Yes,Yes,15,Cash,Every 3 Months,15,4,27,3.9,0,19,3,Recent Low-Value Explorer (Low recency (recent purchases) but low monetary value. These may be new customers exploring the brand with small initial purchases.)
1472,31,Male,Jewelry,Accessories,71,Alaska,S,Gray,Spring,2.8,No,2-Day Shipping,Yes,Yes,48,Venmo,Every 3 Months,48,4,71,2.8,0,52,1,"Moderate Value Loyal (Medium recency, frequency, and monetary values with good engagement. These are solid middle-tier customers.)"
1473,39,Male,Hat,Accessories,24,Indiana,L,Turquoise,Spring,3.5,No,Store Pickup,Yes,Yes,11,Cash,Weekly,11,52,24,3.5,0,63,4,Occasional Big Spender (High monetary value but low frequency. These customers shop infrequently but spend significantly when they do.)
1474,69,Male,Shorts,Clothing,63,Wisconsin,M,Violet,Fall,4.3,No,Express,Yes,Yes,20,Credit Card,Every 3 Months,20,4,63,4.3,0,24,0,"Low Engagement Browser (Low across all metrics, particularly engagement score. These customers browse occasionally but rarely convert to significant purchases.)"
1475,31,Male,Sweater,Clothing,72,New Jersey,S,Pink,Fall,3.9,No,Next Day Air,Yes,Yes,6,Credit Card,Monthly,6,12,72,3.9,0,18,3,Recent Low-Value Explorer (Low recency (recent purchases) but low monetary value. These may be new customers exploring the brand with small initial purchases.)
1476,44,Male,Blouse,Clothing,61,Rhode Island,M,Teal,Spring,4.0,No,Express,Yes,Yes,24,Cash,Monthly,24,12,61,4.0,0,36,1,"Moderate Value Loyal (Medium recency, frequency, and monetary values with good engagement. These are solid middle-tier customers.)"
1477,39,Male,Hat,Accessories,56,Wyoming,M,Magenta,Fall,4.1,No,Next Day Air,Yes,Yes,18,Credit Card,Monthly,18,12,56,4.1,0,30,1,"Moderate Value Loyal (Medium recency, frequency, and monetary values with good engagement. These are solid middle-tier customers.)"
1478,24,Male,Belt,Accessories,32,Oregon,XL,Silver,Summer,4.3,No,Standard,Yes,Yes,1,PayPal,Every 3 Months,1,4,32,4.3,0,5,3,Recent Low-Value Explorer (Low recency (recent purchases) but low monetary value. These may be new customers exploring the brand with small initial purchases.)
1479,28,Male,Gloves,Accessories,23,Washington,M,Blue,Summer,4.2,No,Free Shipping,Yes,Yes,13,Venmo,Bi-Weekly,13,24,23,4.2,0,37,4,Occasional Big Spender (High monetary value but low frequency. These customers shop infrequently but spend significantly when they do.)
1480,48,Male,Coat,Outerwear,100,Washington,L,Black,Spring,4.0,No,Standard,Yes,Yes,2,Bank Transfer,Weekly,2,52,100,4.0,0,54,1,"Moderate Value Loyal (Medium recency, frequency, and monetary values with good engagement. These are solid middle-tier customers.)"
1481,39,Male,Jewelry,Accessories,74,New Hampshire,M,Gold,Fall,3.6,No,Express,Yes,Yes,26,Cash,Quarterly,26,4,74,3.6,0,30,0,"Low Engagement Browser (Low across all metrics, particularly engagement score. These customers browse occasionally but rarely convert to significant purchases.)"
1482,64,Male,Skirt,Clothing,33,Maryland,S,Gray,Spring,3.3,No,Standard,Yes,Yes,31,PayPal,Quarterly,31,4,33,3.3,0,35,3,Recent Low-Value Explorer (Low recency (recent purchases) but low monetary value. These may be new customers exploring the brand with small initial purchases.)
1483,28,Male,Gloves,Accessories,67,Wisconsin,S,Magenta,Spring,4.1,No,2-Day Shipping,Yes,Yes,43,Bank Transfer,Weekly,43,52,67,4.1,0,95,2,High-Value Premium (High monetary value with good recency and frequency. These are premium customers who make regular valuable purchases.)
1484,39,Male,Jewelry,Accessories,61,Massachusetts,S,Yellow,Summer,4.7,No,Next Day Air,Yes,Yes,12,Debit Card,Bi-Weekly,12,24,61,4.7,0,36,1,"Moderate Value Loyal (Medium recency, frequency, and monetary values with good engagement. These are solid middle-tier customers.)"
1485,49,Male,Shorts,Clothing,46,Nebraska,M,Teal,Summer,4.4,No,Store Pickup,Yes,Yes,22,Venmo,Every 3 Months,22,4,46,4.4,0,26,1,"Moderate Value Loyal (Medium recency, frequency, and monetary values with good engagement. These are solid middle-tier customers.)"
1486,22,Male,Gloves,Accessories,56,Nebraska,L,Red,Spring,3.4,No,Standard,Yes,Yes,3,Cash,Fortnightly,3,26,56,3.4,0,29,3,Recent Low-Value Explorer (Low recency (recent purchases) but low monetary value. These may be new customers exploring the brand with small initial purchases.)
1487,25,Male,Sneakers,Footwear,73,Idaho,S,Yellow,Spring,5.0,No,Free Shipping,Yes,Yes,23,Venmo,Every 3 Months,23,4,73,5.0,0,27,0,"Low Engagement Browser (Low across all metrics, particularly engagement score. These customers browse occasionally but rarely convert to significant purchases.)"
1488,40,Male,Skirt,Clothing,44,Arizona,L,Black,Summer,4.6,No,Store Pickup,Yes,Yes,26,PayPal,Annually,26,1,44,4.6,0,27,0,"Low Engagement Browser (Low across all metrics, particularly engagement score. These customers browse occasionally but rarely convert to significant purchases.)"
1489,23,Male,Hat,Accessories,44,Hawaii,L,Pink,Winter,4.0,No,Standard,Yes,Yes,37,Credit Card,Weekly,37,52,44,4.0,0,89,2,High-Value Premium (High monetary value with good recency and frequency. These are premium customers who make regular valuable purchases.)
1490,24,Male,Jewelry,Accessories,26,Missouri,XL,Magenta,Summer,4.1,No,Next Day Air,Yes,Yes,42,Venmo,Quarterly,42,4,26,4.1,0,46,1,"Moderate Value Loyal (Medium recency, frequency, and monetary values with good engagement. These are solid middle-tier customers.)"
1491,66,Male,Sneakers,Footwear,52,Louisiana,L,Olive,Spring,4.9,No,Express,Yes,Yes,15,Venmo,Bi-Weekly,15,24,52,4.9,0,39,1,"Moderate Value Loyal (Medium recency, frequency, and monetary values with good engagement. These are solid middle-tier customers.)"
1492,27,Male,Shirt,Clothing,54,Arkansas,S,Black,Summer,2.7,No,Free Shipping,Yes,Yes,10,Bank Transfer,Quarterly,10,4,54,2.7,0,14,3,Recent Low-Value Explorer (Low recency (recent purchases) but low monetary value. These may be new customers exploring the brand with small initial purchases.)
1493,62,Male,Jacket,Outerwear,38,North Carolina,M,Maroon,Summer,4.5,No,Free Shipping,Yes,Yes,3,Venmo,Quarterly,3,4,38,4.5,0,7,3,Recent Low-Value Explorer (Low recency (recent purchases) but low monetary value. These may be new customers exploring the brand with small initial purchases.)
1494,70,Male,Belt,Accessories,44,North Dakota,S,Gold,Fall,2.7,No,Standard,Yes,Yes,44,Credit Card,Quarterly,44,4,44,2.7,0,48,4,Occasional Big Spender (High monetary value but low frequency. These customers shop infrequently but spend significantly when they do.)
1495,43,Male,T-shirt,Clothing,76,Montana,M,Gray,Spring,3.0,No,Next Day Air,Yes,Yes,23,Bank Transfer,Fortnightly,23,26,76,3.0,0,49,1,"Moderate Value Loyal (Medium recency, frequency, and monetary values with good engagement. These are solid middle-tier customers.)"
1496,45,Male,Jewelry,Accessories,23,Rhode Island,M,Brown,Winter,4.5,No,Next Day Air,Yes,Yes,6,PayPal,Weekly,6,52,23,4.5,0,58,4,Occasional Big Spender (High monetary value but low frequency. These customers shop infrequently but spend significantly when they do.)
1497,63,Male,T-shirt,Clothing,98,Idaho,M,Purple,Winter,5.0,No,Standard,Yes,Yes,9,Venmo,Bi-Weekly,9,24,98,5.0,0,33,0,"Low Engagement Browser (Low across all metrics, particularly engagement score. These customers browse occasionally but rarely convert to significant purchases.)"
1498,69,Male,Jacket,Outerwear,33,Michigan,S,Magenta,Spring,3.8,No,2-Day Shipping,Yes,Yes,16,Debit Card,Every 3 Months,16,4,33,3.8,0,20,3,Recent Low-Value Explorer (Low recency (recent purchases) but low monetary value. These may be new customers exploring the brand with small initial purchases.)
1499,59,Male,Sweater,Clothing,32,Illinois,M,Teal,Summer,3.1,No,Standard,Yes,Yes,46,Venmo,Fortnightly,46,26,32,3.1,0,72,4,Occasional Big Spender (High monetary value but low frequency. These customers shop infrequently but spend significantly when they do.)
1500,19,Male,Boots,Footwear,85,Georgia,S,Olive,Fall,3.4,No,Free Shipping,Yes,Yes,24,Credit Card,Every 3 Months,24,4,85,3.4,0,28,0,"Low Engagement Browser (Low across all metrics, particularly engagement score. These customers browse occasionally but rarely convert to significant purchases.)"
1501,63,Male,Jeans,Clothing,69,Alabama,L,Maroon,Summer,4.8,No,Next Day Air,Yes,Yes,22,Debit Card,Monthly,22,12,69,4.8,0,34,0,"Low Engagement Browser (Low across all metrics, particularly engagement score. These customers browse occasionally but rarely convert to significant purchases.)"
1502,37,Male,Jeans,Clothing,55,Alaska,XL,Silver,Spring,2.7,No,Standard,Yes,Yes,13,Debit Card,Every 3 Months,13,4,55,2.7,0,17,3,Recent Low-Value Explorer (Low recency (recent purchases) but low monetary value. These may be new customers exploring the brand with small initial purchases.)
1503,37,Male,Pants,Clothing,66,Massachusetts,M,Black,Summer,3.2,No,Store Pickup,Yes,Yes,20,Cash,Fortnightly,20,26,66,3.2,0,46,1,"Moderate Value Loyal (Medium recency, frequency, and monetary values with good engagement. These are solid middle-tier customers.)"
1504,50,Male,Jacket,Outerwear,30,Michigan,M,Maroon,Fall,3.9,No,2-Day Shipping,Yes,Yes,46,Cash,Quarterly,46,4,30,3.9,0,50,1,"Moderate Value Loyal (Medium recency, frequency, and monetary values with good engagement. These are solid middle-tier customers.)"
1505,60,Male,Jacket,Outerwear,80,Alaska,M,Teal,Winter,4.2,No,Next Day Air,Yes,Yes,10,Bank Transfer,Monthly,10,12,80,4.2,0,22,0,"Low Engagement Browser (Low across all metrics, particularly engagement score. These customers browse occasionally but rarely convert to significant purchases.)"
1506,46,Male,Belt,Accessories,20,North Dakota,M,Teal,Summer,3.0,No,Express,Yes,Yes,39,Cash,Monthly,39,12,20,3.0,0,51,4,Occasional Big Spender (High monetary value but low frequency. These customers shop infrequently but spend significantly when they do.)
1507,35,Male,Shirt,Clothing,30,South Carolina,L,Beige,Fall,3.0,No,2-Day Shipping,Yes,Yes,44,PayPal,Quarterly,44,4,30,3.0,0,48,4,Occasional Big Spender (High monetary value but low frequency. These customers shop infrequently but spend significantly when they do.)
1508,66,Male,Dress,Clothing,86,Pennsylvania,S,Maroon,Winter,3.7,No,2-Day Shipping,Yes,Yes,7,Venmo,Annually,7,1,86,3.7,0,8,0,"Low Engagement Browser (Low across all metrics, particularly engagement score. These customers browse occasionally but rarely convert to significant purchases.)"
1509,35,Male,Blouse,Clothing,84,Colorado,L,Beige,Spring,4.4,No,Store Pickup,Yes,Yes,3,Cash,Every 3 Months,3,4,84,4.4,0,7,0,"Low Engagement Browser (Low across all metrics, particularly engagement score. These customers browse occasionally but rarely convert to significant purchases.)"
1510,20,Male,Dress,Clothing,54,New Hampshire,XL,White,Summer,4.6,No,Free Shipping,Yes,Yes,44,Debit Card,Annually,44,1,54,4.6,0,45,0,"Low Engagement Browser (Low across all metrics, particularly engagement score. These customers browse occasionally but rarely convert to significant purchases.)"
1511,55,Male,Blouse,Clothing,30,Maryland,XL,Gray,Fall,3.0,No,Free Shipping,Yes,Yes,31,Venmo,Annually,31,1,30,3.0,0,32,3,Recent Low-Value Explorer (Low recency (recent purchases) but low monetary value. These may be new customers exploring the brand with small initial purchases.)
1512,34,Male,Dress,Clothing,91,Georgia,M,Violet,Winter,3.6,No,Express,Yes,Yes,48,Credit Card,Weekly,48,52,91,3.6,0,100,2,High-Value Premium (High monetary value with good recency and frequency. These are premium customers who make regular valuable purchases.)
1513,60,Male,Sneakers,Footwear,23,Wisconsin,L,Silver,Winter,3.9,No,Standard,Yes,Yes,18,PayPal,Bi-Weekly,18,24,23,3.9,0,42,4,Occasional Big Spender (High monetary value but low frequency. These customers shop infrequently but spend significantly when they do.)
1514,22,Male,Socks,Clothing,35,Texas,M,Red,Spring,4.1,No,Free Shipping,Yes,Yes,27,Cash,Monthly,27,12,35,4.1,0,39,1,"Moderate Value Loyal (Medium recency, frequency, and monetary values with good engagement. These are solid middle-tier customers.)"
1515,26,Male,Shoes,Footwear,90,Utah,L,Brown,Winter,3.9,No,2-Day Shipping,Yes,Yes,1,Venmo,Weekly,1,52,90,3.9,0,53,1,"Moderate Value Loyal (Medium recency, frequency, and monetary values with good engagement. These are solid middle-tier customers.)"
1516,39,Male,Jeans,Clothing,93,Indiana,S,Turquoise,Fall,3.9,No,2-Day Shipping,Yes,Yes,34,Cash,Weekly,34,52,93,3.9,0,86,2,High-Value Premium (High monetary value with good recency and frequency. These are premium customers who make regular valuable purchases.)
1517,20,Male,Jeans,Clothing,68,Nevada,L,Indigo,Winter,4.5,No,Express,Yes,Yes,5,Bank Transfer,Bi-Weekly,5,24,68,4.5,0,29,0,"Low Engagement Browser (Low across all metrics, particularly engagement score. These customers browse occasionally but rarely convert to significant purchases.)"
1518,57,Male,Gloves,Accessories,41,New Hampshire,M,Violet,Spring,3.4,No,Standard,Yes,Yes,12,Cash,Quarterly,12,4,41,3.4,0,16,3,Recent Low-Value Explorer (Low recency (recent purchases) but low monetary value. These may be new customers exploring the brand with small initial purchases.)
1519,68,Male,Belt,Accessories,73,New York,M,Yellow,Winter,4.1,No,Next Day Air,Yes,Yes,14,Venmo,Fortnightly,14,26,73,4.1,0,40,1,"Moderate Value Loyal (Medium recency, frequency, and monetary values with good engagement. These are solid middle-tier customers.)"
1520,50,Male,Sunglasses,Accessories,73,Texas,L,Cyan,Fall,4.9,No,Next Day Air,Yes,Yes,40,PayPal,Weekly,40,52,73,4.9,0,92,2,High-Value Premium (High monetary value with good recency and frequency. These are premium customers who make regular valuable purchases.)
1521,21,Male,Hat,Accessories,66,Iowa,M,Brown,Summer,4.4,No,2-Day Shipping,Yes,Yes,39,Cash,Quarterly,39,4,66,4.4,0,43,0,"Low Engagement Browser (Low across all metrics, particularly engagement score. These customers browse occasionally but rarely convert to significant purchases.)"
1522,29,Male,Backpack,Accessories,59,Washington,M,White,Summer,2.7,No,2-Day Shipping,Yes,Yes,50,Bank Transfer,Weekly,50,52,59,2.7,0,102,4,Occasional Big Spender (High monetary value but low frequency. These customers shop infrequently but spend significantly when they do.)
1523,38,Male,Shorts,Clothing,72,Tennessee,L,Yellow,Spring,4.8,No,Free Shipping,Yes,Yes,5,Debit Card,Monthly,5,12,72,4.8,0,17,0,"Low Engagement Browser (Low across all metrics, particularly engagement score. These customers browse occasionally but rarely convert to significant purchases.)"
1524,54,Male,Socks,Clothing,88,Georgia,M,White,Summer,3.3,No,2-Day Shipping,Yes,Yes,35,Debit Card,Annually,35,1,88,3.3,0,36,0,"Low Engagement Browser (Low across all metrics, particularly engagement score. These customers browse occasionally but rarely convert to significant purchases.)"
1525,22,Male,Socks,Clothing,76,Massachusetts,L,Pink,Summer,4.4,No,Free Shipping,Yes,Yes,6,Cash,Bi-Weekly,6,24,76,4.4,0,30,0,"Low Engagement Browser (Low across all metrics, particularly engagement score. These customers browse occasionally but rarely convert to significant purchases.)"
1526,29,Male,Belt,Accessories,31,Oregon,M,Indigo,Winter,4.6,No,2-Day Shipping,Yes,Yes,22,Cash,Fortnightly,22,26,31,4.6,0,48,1,"Moderate Value Loyal (Medium recency, frequency, and monetary values with good engagement. These are solid middle-tier customers.)"
1527,41,Male,Jacket,Outerwear,22,Oklahoma,L,White,Summer,3.1,No,Next Day Air,Yes,Yes,27,PayPal,Monthly,27,12,22,3.1,0,39,4,Occasional Big Spender (High monetary value but low frequency. These customers shop infrequently but spend significantly when they do.)
1528,26,Male,Hat,Accessories,75,Wisconsin,L,Red,Fall,4.5,No,2-Day Shipping,Yes,Yes,33,Debit Card,Fortnightly,33,26,75,4.5,0,59,2,High-Value Premium (High monetary value with good recency and frequency. These are premium customers who make regular valuable purchases.)
1529,69,Male,T-shirt,Clothing,75,Oregon,S,Red,Spring,4.0,No,Store Pickup,Yes,Yes,47,Venmo,Bi-Weekly,47,24,75,4.0,0,71,2,High-Value Premium (High monetary value with good recency and frequency. These are premium customers who make regular valuable purchases.)
1530,20,Male,Backpack,Accessories,63,Georgia,M,Lavender,Winter,3.1,No,Free Shipping,Yes,Yes,48,Credit Card,Bi-Weekly,48,24,63,3.1,0,72,2,High-Value Premium (High monetary value with good recency and frequency. These are premium customers who make regular valuable purchases.)
1531,59,Male,Coat,Outerwear,21,New Mexico,M,Teal,Spring,3.9,No,Next Day Air,Yes,Yes,22,Bank Transfer,Quarterly,22,4,21,3.9,0,26,3,Recent Low-Value Explorer (Low recency (recent purchases) but low monetary value. These may be new customers exploring the brand with small initial purchases.)
1532,63,Male,Backpack,Accessories,83,Mississippi,S,Violet,Spring,4.5,No,Next Day Air,Yes,Yes,8,PayPal,Bi-Weekly,8,24,83,4.5,0,32,0,"Low Engagement Browser (Low across all metrics, particularly engagement score. These customers browse occasionally but rarely convert to significant purchases.)"
1533,68,Male,Jacket,Outerwear,46,Wisconsin,S,Silver,Winter,4.4,No,Next Day Air,Yes,Yes,5,PayPal,Every 3 Months,5,4,46,4.4,0,9,3,Recent Low-Value Explorer (Low recency (recent purchases) but low monetary value. These may be new customers exploring the brand with small initial purchases.)
1534,50,Male,Shoes,Footwear,59,New Hampshire,M,Gold,Summer,3.6,No,2-Day Shipping,Yes,Yes,16,Bank Transfer,Quarterly,16,4,59,3.6,0,20,3,Recent Low-Value Explorer (Low recency (recent purchases) but low monetary value. These may be new customers exploring the brand with small initial purchases.)
1535,55,Male,Blouse,Clothing,66,Wyoming,M,Green,Summer,3.4,No,Free Shipping,Yes,Yes,26,Venmo,Fortnightly,26,26,66,3.4,0,52,1,"Moderate Value Loyal (Medium recency, frequency, and monetary values with good engagement. These are solid middle-tier customers.)"
1536,36,Male,Sandals,Footwear,74,West Virginia,S,Turquoise,Fall,4.0,No,2-Day Shipping,Yes,Yes,8,Venmo,Monthly,8,12,74,4.0,0,20,3,Recent Low-Value Explorer (Low recency (recent purchases) but low monetary value. These may be new customers exploring the brand with small initial purchases.)
1537,18,Male,Sunglasses,Accessories,82,Michigan,M,Indigo,Summer,2.6,No,Store Pickup,Yes,Yes,17,Cash,Quarterly,17,4,82,2.6,0,21,3,Recent Low-Value Explorer (Low recency (recent purchases) but low monetary value. These may be new customers exploring the brand with small initial purchases.)
1538,68,Male,Shoes,Footwear,89,Alaska,L,Black,Spring,3.2,No,Next Day Air,Yes,Yes,50,Venmo,Annually,50,1,89,3.2,0,51,0,"Low Engagement Browser (Low across all metrics, particularly engagement score. These customers browse occasionally but rarely convert to significant purchases.)"
1539,56,Male,Dress,Clothing,65,Illinois,L,Charcoal,Fall,3.2,No,Standard,Yes,Yes,22,Venmo,Bi-Weekly,22,24,65,3.2,0,46,1,"Moderate Value Loyal (Medium recency, frequency, and monetary values with good engagement. These are solid middle-tier customers.)"
1540,32,Male,Belt,Accessories,55,Hawaii,M,Turquoise,Spring,5.0,No,2-Day Shipping,Yes,Yes,19,Cash,Every 3 Months,19,4,55,5.0,0,23,0,"Low Engagement Browser (Low across all metrics, particularly engagement score. These customers browse occasionally but rarely convert to significant purchases.)"
1541,28,Male,Shorts,Clothing,95,Colorado,M,Red,Winter,2.9,No,Next Day Air,Yes,Yes,14,Bank Transfer,Monthly,14,12,95,2.9,0,26,3,Recent Low-Value Explorer (Low recency (recent purchases) but low monetary value. These may be new customers exploring the brand with small initial purchases.)
1542,24,Male,Handbag,Accessories,77,Illinois,S,Indigo,Winter,2.9,No,Store Pickup,Yes,Yes,35,Cash,Bi-Weekly,35,24,77,2.9,0,59,1,"Moderate Value Loyal (Medium recency, frequency, and monetary values with good engagement. These are solid middle-tier customers.)"
1543,59,Male,Blouse,Clothing,44,Hawaii,M,Maroon,Winter,3.5,No,Next Day Air,Yes,Yes,43,PayPal,Weekly,43,52,44,3.5,0,95,4,Occasional Big Spender (High monetary value but low frequency. These customers shop infrequently but spend significantly when they do.)
1544,56,Male,Jeans,Clothing,89,Wisconsin,M,Indigo,Fall,4.0,No,Standard,Yes,Yes,24,Venmo,Annually,24,1,89,4.0,0,25,0,"Low Engagement Browser (Low across all metrics, particularly engagement score. These customers browse occasionally but rarely convert to significant purchases.)"
1545,30,Male,Jewelry,Accessories,24,Arkansas,M,Maroon,Spring,3.9,No,Standard,Yes,Yes,17,Debit Card,Bi-Weekly,17,24,24,3.9,0,41,4,Occasional Big Spender (High monetary value but low frequency. These customers shop infrequently but spend significantly when they do.)
1546,48,Male,Belt,Accessories,43,Delaware,M,Black,Winter,4.9,No,Store Pickup,Yes,Yes,49,Bank Transfer,Annually,49,1,43,4.9,0,50,0,"Low Engagement Browser (Low across all metrics, particularly engagement score. These customers browse occasionally but rarely convert to significant purchases.)"
1547,60,Male,Sneakers,Footwear,51,Oregon,XL,Purple,Summer,3.8,No,Express,Yes,Yes,17,Bank Transfer,Annually,17,1,51,3.8,0,18,3,Recent Low-Value Explorer (Low recency (recent purchases) but low monetary value. These may be new customers exploring the brand with small initial purchases.)
1548,46,Male,Hat,Accessories,46,South Carolina,L,Teal,Summer,3.5,No,Standard,Yes,Yes,40,Cash,Quarterly,40,4,46,3.5,0,44,1,"Moderate Value Loyal (Medium recency, frequency, and monetary values with good engagement. These are solid middle-tier customers.)"
1549,69,Male,Dress,Clothing,32,Maryland,M,Silver,Summer,3.7,No,Store Pickup,Yes,Yes,43,Bank Transfer,Weekly,43,52,32,3.7,0,95,4,Occasional Big Spender (High monetary value but low frequency. These customers shop infrequently but spend significantly when they do.)
1550,19,Male,Sneakers,Footwear,55,Kansas,M,Black,Spring,2.9,No,2-Day Shipping,Yes,Yes,19,Debit Card,Every 3 Months,19,4,55,2.9,0,23,3,Recent Low-Value Explorer (Low recency (recent purchases) but low monetary value. These may be new customers exploring the brand with small initial purchases.)
1551,66,Male,Sunglasses,Accessories,26,Arkansas,S,Black,Summer,2.8,No,Free Shipping,Yes,Yes,40,Bank Transfer,Quarterly,40,4,26,2.8,0,44,4,Occasional Big Spender (High monetary value but low frequency. These customers shop infrequently but spend significantly when they do.)
1552,64,Male,Handbag,Accessories,29,Minnesota,M,Olive,Summer,3.7,No,2-Day Shipping,Yes,Yes,13,Credit Card,Monthly,13,12,29,3.7,0,25,3,Recent Low-Value Explorer (Low recency (recent purchases) but low monetary value. These may be new customers exploring the brand with small initial purchases.)
1553,54,Male,Blouse,Clothing,49,New Mexico,L,Purple,Spring,3.0,No,Express,Yes,Yes,20,Credit Card,Monthly,20,12,49,3.0,0,32,3,Recent Low-Value Explorer (Low recency (recent purchases) but low monetary value. These may be new customers exploring the brand with small initial purchases.)
1554,27,Male,Blouse,Clothing,45,Delaware,M,Indigo,Spring,4.8,No,Free Shipping,Yes,Yes,21,Debit Card,Quarterly,21,4,45,4.8,0,25,0,"Low Engagement Browser (Low across all metrics, particularly engagement score. These customers browse occasionally but rarely convert to significant purchases.)"
1555,64,Male,Shorts,Clothing,48,Utah,S,Lavender,Winter,2.7,No,Standard,Yes,Yes,18,Cash,Bi-Weekly,18,24,48,2.7,0,42,4,Occasional Big Spender (High monetary value but low frequency. These customers shop infrequently but spend significantly when they do.)
1556,43,Male,Shorts,Clothing,47,Ohio,S,Cyan,Winter,4.5,No,Free Shipping,Yes,Yes,44,Cash,Quarterly,44,4,47,4.5,0,48,1,"Moderate Value Loyal (Medium recency, frequency, and monetary values with good engagement. These are solid middle-tier customers.)"
1557,43,Male,Hoodie,Clothing,57,Alabama,M,Gold,Fall,2.7,No,Standard,Yes,Yes,26,Credit Card,Quarterly,26,4,57,2.7,0,30,3,Recent Low-Value Explorer (Low recency (recent purchases) but low monetary value. These may be new customers exploring the brand with small initial purchases.)
1558,27,Male,Backpack,Accessories,34,South Dakota,L,Magenta,Fall,3.5,No,Next Day Air,Yes,Yes,34,PayPal,Quarterly,34,4,34,3.5,0,38,1,"Moderate Value Loyal (Medium recency, frequency, and monetary values with good engagement. These are solid middle-tier customers.)"
1559,35,Male,Sunglasses,Accessories,75,New Mexico,XL,Teal,Fall,3.5,No,Express,Yes,Yes,24,Credit Card,Every 3 Months,24,4,75,3.5,0,28,3,Recent Low-Value Explorer (Low recency (recent purchases) but low monetary value. These may be new customers exploring the brand with small initial purchases.)
1560,43,Male,Scarf,Accessories,94,Oregon,L,Beige,Fall,4.5,No,Store Pickup,Yes,Yes,23,PayPal,Fortnightly,23,26,94,4.5,0,49,0,"Low Engagement Browser (Low across all metrics, particularly engagement score. These customers browse occasionally but rarely convert to significant purchases.)"
1561,57,Male,Hat,Accessories,84,Oregon,M,Teal,Winter,3.8,No,Free Shipping,Yes,Yes,3,Debit Card,Weekly,3,52,84,3.8,0,55,1,"Moderate Value Loyal (Medium recency, frequency, and monetary values with good engagement. These are solid middle-tier customers.)"
1562,50,Male,Scarf,Accessories,38,Mississippi,M,Indigo,Summer,3.8,No,Standard,Yes,Yes,2,Bank Transfer,Quarterly,2,4,38,3.8,0,6,3,Recent Low-Value Explorer (Low recency (recent purchases) but low monetary value. These may be new customers exploring the brand with small initial purchases.)
1563,37,Male,Scarf,Accessories,75,Alabama,M,Purple,Winter,3.2,No,Next Day Air,Yes,Yes,23,Venmo,Bi-Weekly,23,24,75,3.2,0,47,1,"Moderate Value Loyal (Medium recency, frequency, and monetary values with good engagement. These are solid middle-tier customers.)"
1564,68,Male,Pants,Clothing,44,Kansas,M,Teal,Fall,4.3,No,Next Day Air,Yes,Yes,8,Cash,Weekly,8,52,44,4.3,0,60,4,Occasional Big Spender (High monetary value but low frequency. These customers shop infrequently but spend significantly when they do.)
1565,22,Male,Backpack,Accessories,33,California,XL,Turquoise,Summer,4.5,No,Next Day Air,Yes,Yes,30,Debit Card,Every 3 Months,30,4,33,4.5,0,34,1,"Moderate Value Loyal (Medium recency, frequency, and monetary values with good engagement. These are solid middle-tier customers.)"
1566,58,Male,Sunglasses,Accessories,93,Idaho,L,Peach,Fall,4.2,No,Free Shipping,Yes,Yes,48,PayPal,Annually,48,1,93,4.2,0,49,0,"Low Engagement Browser (Low across all metrics, particularly engagement score. These customers browse occasionally but rarely convert to significant purchases.)"
1567,48,Male,Sneakers,Footwear,99,Wyoming,S,Green,Winter,3.0,No,Free Shipping,Yes,Yes,21,Cash,Bi-Weekly,21,24,99,3.0,0,45,1,"Moderate Value Loyal (Medium recency, frequency, and monetary values with good engagement. These are solid middle-tier customers.)"
1568,30,Male,Backpack,Accessories,33,Minnesota,M,Turquoise,Spring,4.1,No,Standard,Yes,Yes,9,Cash,Monthly,9,12,33,4.1,0,21,3,Recent Low-Value Explorer (Low recency (recent purchases) but low monetary value. These may be new customers exploring the brand with small initial purchases.)
1569,51,Male,Sneakers,Footwear,76,Washington,L,Yellow,Spring,4.6,No,Store Pickup,Yes,Yes,8,Debit Card,Monthly,8,12,76,4.6,0,20,0,"Low Engagement Browser (Low across all metrics, particularly engagement score. These customers browse occasionally but rarely convert to significant purchases.)"
